Player Name,Clean Name,From,To,Pos,Ht,Wt,Birth Date,Birth Date(TextToColumn),Birth_Year,RetireAge,Colleges,URL,player_id,birthday year,retire age,career length,Unnamed: 17,personId
Talen Horton-Tucker,Talen Horton-Tucker,2020,2025,G-F,4-Jun,234,11/25/2000,25/11/2000,2000,25,Iowa State,https://www.basketball-reference.com/players/h/hortota01.html,hortota01,2000,25,5,,1629659
Tarik Black,Tarik Black,2015,2018,C-F,9-Jun,250,11/22/1991,22/11/1991,1991,27,"Memphis, Kansas",https://www.basketball-reference.com/players/b/blackta01.html,blackta01,1991,27,3,,204028
Tariq Abdul-Wahad,Tariq Abdul-Wahad,1998,2003,F,6-Jun,223,11/3/1974,3/11/1974,1974,29,"Michigan, San Jose State",https://www.basketball-reference.com/players/a/abdulta01.html,abdulta01,1974,29,5,,1505
Tate George,Tate George,1991,1995,G,5-Jun,190,5/29/1968,29/5/1968,1968,27,UConn,https://www.basketball-reference.com/players/g/georgta01.html,georgta01,1968,27,4,,76801
Tellis Frank,Tellis Frank,1988,1994,F-C,10-Jun,225,4/26/1965,26/4/1965,1965,29,Western Kentucky,https://www.basketball-reference.com/players/f/frankte01.html,frankte01,1965,29,6,,76748
Terance Mann,Terance Mann,2020,2025,G-F,5-Jun,215,10/18/1996,18/10/1996,1996,29,Florida State,https://www.basketball-reference.com/players/m/mannte01.html,mannte01,1996,29,5,,1629611
Terence Davis,Terence Davis,2020,2023,G,4-Jun,201,5/16/1997,16/5/1997,1997,26,Ole Miss,https://www.basketball-reference.com/players/d/daviste02.html,daviste02,1997,26,3,,1629056
Terence Morris,Terence Morris,2002,2006,F,9-Jun,221,1/11/1979,11/1/1979,1979,27,Maryland,https://www.basketball-reference.com/players/m/morrite01.html,morrite01,1979,27,4,,2242
Terrance Ferguson,Terrance Ferguson,2018,2021,G-F,6-Jun,190,5/17/1998,17/5/1998,1998,23,,https://www.basketball-reference.com/players/f/fergute01.html,fergute01,1998,23,3,,1628390
Terrence Jones,Terrence Jones,2013,2019,F,9-Jun,252,1/9/1992,9/1/1992,1992,27,Kentucky,https://www.basketball-reference.com/players/j/joneste01.html,joneste01,1992,27,6,,203093
Terrence Williams,Terrence Williams,2010,2013,F,6-Jun,220,6/28/1987,28/6/1987,1987,26,Louisville,https://www.basketball-reference.com/players/w/willite01.html,willite01,1987,26,3,,201944
Terry Dehere,Terry Dehere,1994,1999,G,2-Jun,190,9/12/1971,12/9/1971,1971,28,Seton Hall,https://www.basketball-reference.com/players/d/deherte01.html,deherte01,1971,28,5,,143
Terry Driscoll,Terry Driscoll,1971,1975,F,7-Jun,215,8/28/1947,28/8/1947,1947,28,Boston College,https://www.basketball-reference.com/players/d/driscte01.html,driscte01,1947,28,4,,76603
Terry Duerod,Terry Duerod,1980,1983,G,2-Jun,180,7/29/1956,29/7/1956,1956,27,Detroit Mercy,https://www.basketball-reference.com/players/d/duerote01.html,duerote01,1956,27,3,,76608
Terry Furlow,Terry Furlow,1977,1980,G-F,4-Jun,190,10/18/1954,18/10/1954,1954,26,Michigan State,https://www.basketball-reference.com/players/f/furlote01.html,furlote01,1954,26,3,,76767
Théo Maledon,Théo Maledon,2021,2024,G,4-Jun,175,6/12/2001,12/6/2001,2001,23,,https://www.basketball-reference.com/players/m/maledth01.html,maledth01,2001,23,3,,1630177
Theo Pinson,Theo Pinson,2019,2023,G,5-Jun,212,11/5/1995,5/11/1995,1995,28,UNC,https://www.basketball-reference.com/players/p/pinsoth01.html,pinsoth01,1995,28,4,,1629033
Thomas Bryant,Thomas Bryant,2018,2025,C,10-Jun,248,7/31/1997,31/7/1997,1997,28,Indiana,https://www.basketball-reference.com/players/b/bryanth01.html,bryanth01,1997,28,7,,1628418
Thomas Hamilton,Thomas Hamilton,1996,2000,C,2-Jul,330,4/3/1975,3/4/1975,1975,25,Pitt,https://www.basketball-reference.com/players/h/hamilth01.html,hamilth01,1975,25,4,,676
Thomas Robinson,Thomas Robinson,2013,2017,F,10-Jun,237,3/17/1991,17/3/1991,1991,26,Kansas,https://www.basketball-reference.com/players/r/robinth01.html,robinth01,1991,26,4,,203080
Thon Maker,Thon Maker,2017,2021,F-C,Jul-00,221,2/25/1997,25/2/1997,1997,24,,https://www.basketball-reference.com/players/m/makerth01.html,makerth01,1997,24,4,,1627748
Tierre Brown,Tierre Brown,2002,2005,G,2-Jun,189,6/3/1979,3/6/1979,1979,26,McNeese State University,https://www.basketball-reference.com/players/b/brownti01.html,brownti01,1979,26,3,,2357
Tim Bassett,Tim Bassett,1974,1980,F-C,8-Jun,225,4/1/1951,1/4/1951,1951,29,"College of Southern Idaho, Georgia",https://www.basketball-reference.com/players/b/basseti01.html,basseti01,1951,29,6,,76120
Tim Breaux,Tim Breaux,1995,1998,F,7-Jun,215,9/19/1970,19/9/1970,1970,28,Wyoming,https://www.basketball-reference.com/players/b/breauti01.html,breauti01,1970,28,3,,160
Timothé Luwawu-Cabarrot,Timothé Luwawu-Cabarrot,2017,2022,F,7-Jun,220,5/9/1995,9/5/1995,1995,27,,https://www.basketball-reference.com/players/l/luwawti01.html,luwawti01,1995,27,5,,1627789
Tito Horford,Tito Horford,1989,1994,C,1-Jul,245,1/19/1966,19/1/1966,1966,28,Miami (FL),https://www.basketball-reference.com/players/h/horfoti01.html,horfoti01,1966,28,5,,77057
Toby Knight,Toby Knight,1978,1982,F,9-Jun,210,5/3/1955,3/5/1955,1955,27,Notre Dame,https://www.basketball-reference.com/players/k/knighto01.html,knighto01,1955,27,4,,77289
Todd Fuller,Todd Fuller,1997,2001,C,11-Jun,255,7/25/1974,25/7/1974,1974,27,NC State,https://www.basketball-reference.com/players/f/fulleto02.html,fulleto02,1974,27,4,,957
Todd Lichti,Todd Lichti,1990,1994,G-F,4-Jun,205,1/8/1967,8/1/1967,1967,27,Stanford,https://www.basketball-reference.com/players/l/lichtto01.html,lichtto01,1967,27,4,,77387
Todd MacCulloch,Todd MacCulloch,2000,2003,C,Jul-00,280,1/27/1976,27/1/1976,1976,27,Washington,https://www.basketball-reference.com/players/m/maccuto01.html,maccuto01,1976,27,3,,1928
Togo Palazzi,Togo Palazzi,1955,1960,F-G,4-Jun,205,8/8/1932,8/8/1932,1932,28,Holy Cross,https://www.basketball-reference.com/players/p/palazto01.html,palazto01,1932,28,5,,77791
Tom Abernethy,Tom Abernethy,1977,1981,F,7-Jun,220,5/6/1954,6/5/1954,1954,27,Indiana,https://www.basketball-reference.com/players/a/abernto01.html,abernto01,1954,27,4,,76005
Tom Burleson,Tom Burleson,1975,1981,C,2-Jul,225,2/24/1952,24/2/1952,1952,29,NC State,https://www.basketball-reference.com/players/b/burleto01.html,burleto01,1952,29,6,,76305
Tom Garrick,Tom Garrick,1989,1992,G,2-Jun,185,7/7/1966,7/7/1966,1966,26,Rhode Island,https://www.basketball-reference.com/players/g/garrito01.html,garrito01,1966,26,3,,76790
Tom Hoover,Tom Hoover,1964,1969,C,9-Jun,230,1/23/1941,23/1/1941,1941,28,Villanova,https://www.basketball-reference.com/players/h/hooveto01.html,hooveto01,1941,28,5,,77051
Tom Marshall,Tom Marshall,1955,1959,F-G,4-Jun,215,1/6/1931,6/1/1931,1931,28,Western Kentucky,https://www.basketball-reference.com/players/m/marshto01.html,marshto01,1931,28,4,,77467
Tom Workman,Tom Workman,1968,1971,F-C,7-Jun,218,11/14/1944,14/11/1944,1944,27,Seattle University,https://www.basketball-reference.com/players/w/workmto01.html,workmto01,1944,27,3,,78617
Tommy Byrnes,Tommy Byrnes,1947,1951,F-G,3-Jun,175,2/19/1923,19/2/1923,1923,28,Seton Hall,https://www.basketball-reference.com/players/b/byrneto01.html,byrneto01,1923,28,4,,76322
Tommy Kron,Tommy Kron,1967,1970,G,5-Jun,200,2/28/1943,28/2/1943,1943,27,Kentucky,https://www.basketball-reference.com/players/k/kronto01.html,kronto01,1943,27,3,,
Tony Bradley,Tony Bradley,2018,2023,F-C,10-Jun,248,1/8/1998,8/1/1998,1998,25,UNC,https://www.basketball-reference.com/players/b/bradlto01.html,bradlto01,1998,25,5,,1628396
Tony Dawson,Tony Dawson,1991,1995,F,7-Jun,215,8/25/1967,25/8/1967,1967,28,Florida State,https://www.basketball-reference.com/players/d/dawsoto01.html,dawsoto01,1967,28,4,,76542
Tony Dumas,Tony Dumas,1995,1998,G,6-Jun,190,8/25/1972,25/8/1972,1972,26,Missouri-Kansas City,https://www.basketball-reference.com/players/d/dumasto01.html,dumasto01,1972,26,3,,434
Tony Harris,Tony Harris,1991,1995,G,3-Jun,190,5/13/1967,13/5/1967,1967,28,"Lamar, New Orleans",https://www.basketball-reference.com/players/h/harrito01.html,harrito01,1967,28,4,,76961
Tony Wroten,Tony Wroten,2013,2016,G,6-Jun,205,4/13/1993,13/4/1993,1993,23,Washington,https://www.basketball-reference.com/players/w/wroteto01.html,wroteto01,1993,23,3,,203100
Trae Young,Trae Young,2019,2025,G,1-Jun,164,9/19/1998,19/9/1998,1998,27,Oklahoma,https://www.basketball-reference.com/players/y/youngtr01.html,youngtr01,1998,27,6,,1629027
Travis Diener,Travis Diener,2006,2010,G,1-Jun,175,3/1/1982,1/3/1982,1982,28,Marquette,https://www.basketball-reference.com/players/d/dienetr01.html,dienetr01,1982,28,4,,101143
Travis Grant,Travis Grant,1973,1976,F,7-Jun,215,1/1/1950,1/1/1950,1950,26,Kentucky State University,https://www.basketball-reference.com/players/g/granttr01.html,granttr01,1950,26,3,,76853
Travis Knight,Travis Knight,1997,2003,C,Jul-00,235,9/13/1974,13/9/1974,1974,29,UConn,https://www.basketball-reference.com/players/k/knightr01.html,knightr01,1974,29,6,,969
Travis Wear,Travis Wear,2015,2018,F,10-Jun,230,9/21/1990,21/9/1990,1990,28,"UNC, UCLA",https://www.basketball-reference.com/players/w/weartr01.html,weartr01,1990,28,3,,204037
Tre Jones,Tre Jones,2021,2025,G,1-Jun,185,1/8/2000,8/1/2000,2000,25,Duke,https://www.basketball-reference.com/players/j/jonestr01.html,jonestr01,2000,25,4,,1630200
Tre Mann,Tre Mann,2022,2025,G,3-Jun,178,2/3/2001,3/2/2001,2001,24,Florida,https://www.basketball-reference.com/players/m/manntr01.html,manntr01,2001,24,3,,1630544
Tremaine Fowlkes,Tremaine Fowlkes,2002,2005,F,8-Jun,220,4/11/1976,11/4/1976,1976,29,"California, Fresno State",https://www.basketball-reference.com/players/f/fowlktr01.html,fowlktr01,1976,29,3,,1762
Trendon Watford,Trendon Watford,2022,2025,F,9-Jun,240,11/9/2000,9/11/2000,2000,25,LSU,https://www.basketball-reference.com/players/w/watfotr01.html,watfotr01,2000,25,3,,1630570
Trent Forrest,Trent Forrest,2021,2024,G,4-Jun,210,6/12/1998,12/6/1998,1998,26,Florida State,https://www.basketball-reference.com/players/f/forretr01.html,forretr01,1998,26,3,,1630235
Trevelin Queen,Trevelin Queen,2022,2025,G,6-Jun,190,2/25/1997,25/2/1997,1997,28,"College of Marin, New Mexico Military Institute, New Mexico State",https://www.basketball-reference.com/players/q/queentr01.html,queentr01,1997,28,3,,1630243
Treveon Graham,Treveon Graham,2017,2020,G,5-Jun,219,10/28/1993,28/10/1993,1993,27,VCU,https://www.basketball-reference.com/players/g/grahatr01.html,grahatr01,1993,27,3,,1626203
Trevor Wilson,Trevor Wilson,1991,1996,F,7-Jun,210,3/16/1968,16/3/1968,1968,28,UCLA,https://www.basketball-reference.com/players/w/wilsotr01.html,wilsotr01,1968,28,5,,1027
Trey Johnson,Trey Johnson,2009,2012,G,5-Jun,218,8/30/1984,30/8/1984,1984,28,"Alcorn State, Jackson State University",https://www.basketball-reference.com/players/j/johnstr01.html,johnstr01,1984,28,3,,201234
Trey Murphy III,Trey Murphy III,2022,2025,F,8-Jun,206,6/18/2000,18/6/2000,2000,25,"Rice University, Virginia",https://www.basketball-reference.com/players/m/murphtr02.html,murphtr02,2000,25,3,,1630530
Trooper Washington,Trooper Washington,1968,1973,F-C,7-Jun,215,4/21/1944,21/4/1944,1944,29,Cheyney (PA),https://www.basketball-reference.com/players/w/washitr01.html,washitr01,1944,29,5,,
Troy Brown Jr.,Troy Brown Jr.,2019,2024,G-F,6-Jun,215,7/28/1999,28/7/1999,1999,25,Oregon,https://www.basketball-reference.com/players/b/browntr01.html,browntr01,1999,25,5,,1628972
Troy Daniels,Troy Daniels,2014,2020,G,4-Jun,200,7/15/1991,15/7/1991,1991,29,VCU,https://www.basketball-reference.com/players/d/danietr01.html,danietr01,1991,29,6,,203584
Ty Jerome,Ty Jerome,2020,2025,G,5-Jun,195,7/8/1997,8/7/1997,1997,28,Virginia,https://www.basketball-reference.com/players/j/jeromty01.html,jeromty01,1997,28,5,,1629660
Tyler Dorsey,Tyler Dorsey,2018,2023,G,5-Jun,183,2/18/1996,18/2/1996,1996,27,Oregon,https://www.basketball-reference.com/players/d/dorsety01.html,dorsety01,1996,27,5,,1628416
Tyler Ennis,Tyler Ennis,2015,2018,G,3-Jun,194,8/24/1994,24/8/1994,1994,24,Syracuse,https://www.basketball-reference.com/players/e/ennisty01.html,ennisty01,1994,24,3,,203898
Tyler Herro,Tyler Herro,2020,2025,G,5-Jun,195,1/20/2000,20/1/2000,2000,25,Kentucky,https://www.basketball-reference.com/players/h/herroty01.html,herroty01,2000,25,5,,1629639
Tyrese Haliburton,Tyrese Haliburton,2021,2025,G,5-Jun,185,2/29/2000,29/2/2000,2000,25,Iowa State,https://www.basketball-reference.com/players/h/halibty01.html,halibty01,2000,25,4,,1630169
Tyrese Maxey,Tyrese Maxey,2021,2025,G,2-Jun,200,11/4/2000,4/11/2000,2000,25,Kentucky,https://www.basketball-reference.com/players/m/maxeyty01.html,maxeyty01,2000,25,4,,1630178
Tyrone Nesby,Tyrone Nesby,1999,2002,F,6-Jun,225,1/31/1976,31/1/1976,1976,26,"Vincennes University, UNLV",https://www.basketball-reference.com/players/n/nesbyty01.html,nesbyty01,1976,26,3,,1838
Tyrone Wallace,Tyrone Wallace,2018,2022,G,5-Jun,198,6/10/1994,10/6/1994,1994,28,California,https://www.basketball-reference.com/players/w/wallaty01.html,wallaty01,1994,28,4,,1627820
Tyrus Thomas,Tyrus Thomas,2007,2015,F,9-Jun,215,8/17/1986,17/8/1986,1986,29,LSU,https://www.basketball-reference.com/players/t/thomaty01.html,thomaty01,1986,29,8,,200748
Tyus Edney,Tyus Edney,1996,2001,G,10-May,152,2/14/1973,14/2/1973,1973,28,UCLA,https://www.basketball-reference.com/players/e/edneyty01.html,edneyty01,1973,28,5,,721
Tyus Jones,Tyus Jones,2016,2025,G,1-Jun,196,5/10/1996,10/5/1996,1996,29,Duke,https://www.basketball-reference.com/players/j/jonesty01.html,jonesty01,1996,29,9,,1626145
Udoka Azubuike,Udoka Azubuike,2021,2024,C,10-Jun,280,9/17/1999,17/9/1999,1999,25,Kansas,https://www.basketball-reference.com/players/a/azubuud01.html,azubuud01,1999,25,3,,1628962
Uwe Blab,Uwe Blab,1986,1990,C,1-Jul,252,3/26/1962,26/3/1962,1962,28,Indiana,https://www.basketball-reference.com/players/b/blabuw01.html,blabuw01,1962,28,4,,76172
Vander Blue,Vander Blue,2014,2018,G,4-Jun,200,7/17/1992,17/7/1992,1992,26,Marquette,https://www.basketball-reference.com/players/b/blueva01.html,blueva01,1992,26,4,,203505
Vern Hatton,Vern Hatton,1959,1962,G,3-Jun,195,1/13/1936,13/1/1936,1936,26,Kentucky,https://www.basketball-reference.com/players/h/hattove01.html,hattove01,1936,26,3,,76969
Viktor Khryapa,Viktor Khryapa,2005,2008,F,9-Jun,210,8/3/1982,3/8/1982,1982,26,,https://www.basketball-reference.com/players/k/khryavi01.html,khryavi01,1982,26,3,,2751
Vince Boryla,Vince Boryla,1950,1954,F,5-Jun,210,3/11/1927,11/3/1927,1927,27,"Notre Dame, Denver",https://www.basketball-reference.com/players/b/borylvi01.html,borylvi01,1927,27,4,,76210
Vit Krejci,Vit Krejci,2022,2025,G,8-Jun,195,6/19/2000,19/6/2000,2000,25,,https://www.basketball-reference.com/players/k/krejcvi01.html,krejcvi01,2000,25,3,,1630249
Vladimir Stepania,Vladimir Stepania,1999,2004,C,Jul-00,236,5/8/1976,8/5/1976,1976,28,,https://www.basketball-reference.com/players/s/stepavl01.html,stepavl01,1976,28,5,,1735
Vlatko Čančar,Vlatko Čančar,2020,2025,F,8-Jun,236,4/10/1997,10/4/1997,1997,28,,https://www.basketball-reference.com/players/c/cancavl01.html,cancavl01,1997,28,5,,1628427
Von Wafer,Von Wafer,2006,2012,G,5-Jun,210,7/21/1985,21/7/1985,1985,27,Florida State,https://www.basketball-reference.com/players/w/wafervo01.html,wafervo01,1985,27,6,,101144
Walker Russell,Walker Russell,1983,1988,G,5-Jun,195,10/26/1960,26/10/1960,1960,28,"Houston, Western Michigan",https://www.basketball-reference.com/players/r/russewa01.html,russewa01,1960,28,5,,78048
Wally Osterkorn,Wally Osterkorn,1952,1955,F-C,5-Jun,215,7/6/1928,6/7/1928,1928,27,Illinois,https://www.basketball-reference.com/players/o/osterwa01.html,osterwa01,1928,27,3,,77775
Walter Budko,Walter Budko,1949,1952,F-C,5-Jun,220,7/30/1925,30/7/1925,1925,27,Columbia University,https://www.basketball-reference.com/players/b/budkowa01.html,budkowa01,1925,27,3,modified,76298
Walt Davis,Walt Davis,1954,1958,C-F,8-Jun,205,1/5/1931,5/1/1931,1931,27,Texas A&M,https://www.basketball-reference.com/players/d/daviswa01.html,daviswa01,1931,27,4,,76536
Walt Kirk,Walt Kirk,1949,1952,G-F,3-Jun,173,9/3/1924,3/9/1924,1924,28,Illinois,https://www.basketball-reference.com/players/k/kirkwa01.html,kirkwa01,1924,28,3,,77278
Walt Piatkowski,Walt Piatkowski,1969,1972,F,8-Jun,220,6/11/1945,11/6/1945,1945,27,Bowling Green,https://www.basketball-reference.com/players/p/piatkwa01.html,piatkwa01,1945,27,3,,
Zhizhi Wang,Zhizhi Wang,2001,2005,C,Jul-00,255,7/8/1977,8/7/1977,1977,28,,https://www.basketball-reference.com/players/z/zhizhwa01.html,zhizhwa01,1977,28,4,modified,21002
Warren Jabali,Warren Jabali,1969,1975,G-F,2-Jun,200,8/29/1946,29/8/1946,1946,29,Wichita State,https://www.basketball-reference.com/players/j/jabalwa01.html,jabalwa01,1946,29,6,,
Wayne Chapman,Wayne Chapman,1969,1972,G-F,6-Jun,190,6/15/1945,15/6/1945,1945,27,Western Kentucky,https://www.basketball-reference.com/players/c/chapmwa01.html,chapmwa01,1945,27,3,,
Wayne Selden,Wayne Selden,2017,2022,G-F,5-Jun,230,9/30/1994,30/9/1994,1994,28,Kansas,https://www.basketball-reference.com/players/s/seldewa01.html,seldewa01,1994,28,5,,1627782
Wendell Carter Jr.,Wendell Carter Jr.,2019,2025,C,10-Jun,270,4/16/1999,16/4/1999,1999,26,Duke,https://www.basketball-reference.com/players/c/cartewe01.html,cartewe01,1999,26,6,,1628976
Wendell Ladner,Wendell Ladner,1971,1975,F,5-Jun,220,10/6/1948,6/10/1948,1948,27,Southern Miss,https://www.basketball-reference.com/players/l/ladnewe01.html,ladnewe01,1948,27,4,,
Wenyen Gabriel,Wenyen Gabriel,2020,2024,F,9-Jun,205,3/26/1997,26/3/1997,1997,27,Kentucky,https://www.basketball-reference.com/players/g/gabriwe01.html,gabriwe01,1997,27,4,,1629117
Wes Iwundu,Wes Iwundu,2018,2022,F,6-Jun,195,12/20/1994,20/12/1994,1994,28,Kansas State,https://www.basketball-reference.com/players/i/iwundwe01.html,iwundwe01,1994,28,4,,1628411
Wilbur Holland,Wilbur Holland,1976,1979,G,Jun-00,175,11/8/1951,8/11/1951,1951,28,New Orleans,https://www.basketball-reference.com/players/h/hollawi01.html,hollawi01,1951,28,3,,77042
Will Frazier,Will Frazier,1966,1969,C-F,7-Jun,210,8/25/1942,25/8/1942,1942,27,Grambling State University,https://www.basketball-reference.com/players/f/fraziwi01.html,fraziwi01,1942,27,3,,76751
Willie Cauley-Stein,Willie Cauley-Stein,2016,2022,F-C,Jul-00,240,8/18/1993,18/8/1993,1993,29,Kentucky,https://www.basketball-reference.com/players/c/caulewi01.html,caulewi01,1993,29,6,,1626161
Willie Jones,Willie Jones,1961,1965,G,3-Jun,185,6/29/1936,29/6/1936,1936,29,Northwestern,https://www.basketball-reference.com/players/j/joneswi01.html,joneswi01,1936,29,4,,77202
Willie Smith,Willie Smith,1977,1980,G,2-Jun,170,10/26/1953,26/10/1953,1953,27,Missouri,https://www.basketball-reference.com/players/s/smithwi02.html,smithwi02,1953,27,3,,78208
Willie Sojourner,Willie Sojourner,1972,1975,C-F,8-Jun,225,9/10/1948,10/9/1948,1948,27,Weber State,https://www.basketball-reference.com/players/s/sojouwi01.html,sojouwi01,1948,27,3,,
Willie Somerset,Willie Somerset,1966,1969,G,8-May,170,3/17/1942,17/3/1942,1942,27,Duquesne,https://www.basketball-reference.com/players/s/somerwi01.html,somerwi01,1942,27,3,,78219
Willy Hernangómez,Willy Hernangómez,2017,2023,C,11-Jun,250,5/27/1994,27/5/1994,1994,29,,https://www.basketball-reference.com/players/h/hernawi01.html,hernawi01,1994,29,6,,1626195
Win Wilfong,Win Wilfong,1958,1961,G-F,2-Jun,185,3/18/1933,18/3/1933,1933,28,Memphis,https://www.basketball-reference.com/players/w/wilfowi01.html,wilfowi01,1933,28,3,,78529
Xavier Henry,Xavier Henry,2011,2015,G,6-Jun,220,3/15/1991,15/3/1991,1991,24,Kansas,https://www.basketball-reference.com/players/h/henryxa01.html,henryxa01,1991,24,4,,202333
Xavier Tillman Sr.,Xavier Tillman Sr.,2021,2025,F,8-Jun,245,1/12/1999,12/1/1999,1999,26,Michigan State,https://www.basketball-reference.com/players/t/tillmxa01.html,tillmxa01,1999,26,4,,1630214
Yakhouba Diawara,Yakhouba Diawara,2007,2010,G-F,7-Jun,225,8/29/1982,29/8/1982,1982,28,Pepperdine,https://www.basketball-reference.com/players/d/diawaya01.html,diawaya01,1982,28,3,,200821
Jianlian Yi,Jianlian Yi,2008,2012,F,Jul-00,240,10/27/1987,27/10/1987,1987,25,,https://www.basketball-reference.com/players/j/jianlyi01.html,jianlyi01,1987,25,4,modified,201146
Yinka Dare,Yinka Dare,1995,1998,C,Jul-00,265,10/10/1972,10/10/1972,1972,26,George Washington,https://www.basketball-reference.com/players/d/dareyi01.html,dareyi01,1972,26,3,,212
Yogi Ferrell,Yogi Ferrell,2017,2021,G,Jun-00,178,5/9/1993,9/5/1993,1993,28,Indiana,https://www.basketball-reference.com/players/f/ferreyo01.html,ferreyo01,1993,28,4,,1627812
Zach Collins,Zach Collins,2018,2025,C-F,11-Jun,250,11/19/1997,19/11/1997,1997,28,Gonzaga,https://www.basketball-reference.com/players/c/colliza01.html,colliza01,1997,28,7,,1628380
